;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;HUMEDAD RELATIVA DEL AIRE;PRECIPITACION;PRECIPITACION (ACUM);PRESION ATMOSFERICA;TEMPERATURA AIRE;TEMPERATURA AIRE;TEMPERATURA AIRE;VIENTO DIRECCION;VIENTO VELOCIDAD
26/09/2016 10:00;50.0;58.0;49.0;0.0;;;13.4;13.7;11.2;120.0;8.8
26/09/2016 9:00;55.0;57.0;53.0;0.0;;;11.7;12.2;9.4;153.0;12.8
26/09/2016 8:00;54.0;57.0;53.0;0.0;;;9.7;10.1;9.1;155.0;13.4
26/09/2016 7:00;57.0;65.0;57.0;0.0;0.0;;9.2;9.2;7.1;136.0;11.1
26/09/2016 6:00;64.0;67.0;63.0;0.0;;;7.3;7.3;6.3;141.0;14.5
26/09/2016 5:00;63.0;78.0;62.0;0.0;;;6.5;6.6;5.7;128.0;11.5
26/09/2016 4:00;74.0;74.0;68.0;0.0;;;5.9;6.2;5.8;133.0;13.3
26/09/2016 3:00;73.0;75.0;67.0;0.0;;;6.1;6.7;5.9;134.0;12.3
26/09/2016 2:00;68.0;68.0;62.0;0.0;;;6.6;7.0;6.5;140.0;14.0
26/09/2016 1:00;67.0;72.0;67.0;0.0;;;6.6;6.7;6.2;143.0;12.6
26/09/2016 0:00;72.0;75.0;70.0;0.0;;;6.7;7.4;6.6;142.0;11.4
25/09/2016 23:00;72.0;79.0;72.0;0.0;;;7.3;7.5;7.1;142.0;11.3
25/09/2016 22:00;75.0;76.0;73.0;0.0;;;7.4;7.6;7.4;142.0;8.5
25/09/2016 21:00;75.0;77.0;73.0;0.0;;;7.5;7.6;7.3;139.0;8.4
25/09/2016 20:00;73.0;75.0;72.0;0.0;;;7.5;7.8;7.5;124.0;10.3
25/09/2016 19:00;75.0;75.0;73.0;0.0;0.1;;7.7;8.4;7.7;125.0;9.4
25/09/2016 18:00;74.0;77.0;72.0;0.0;;;8.4;9.2;8.3;121.0;6.9
25/09/2016 17:00;73.0;83.0;70.0;0.0;;;9.2;9.9;8.8;127.0;6.5
25/09/2016 16:00;74.0;82.0;70.0;0.0;;;9.1;9.9;8.3;105.0;8.7
25/09/2016 15:00;78.0;86.0;75.0;0.1;;;9.3;9.4;8.0;141.0;10.0
25/09/2016 14:00;77.0;80.0;68.0;0.0;;;8.7;10.3;8.5;110.0;9.3
25/09/2016 13:00;73.0;81.0;71.0;0.0;0.0;;9.5;10.0;8.1;110.0;11.4
25/09/2016 12:00;77.0;79.0;70.0;0.0;;;8.2;9.8;8.1;140.0;11.3
25/09/2016 11:00;75.0;81.0;67.0;0.0;;;8.5;10.8;8.4;143.0;11.9
