FECHA;HUMEDAD RELATIVA DEL AIRE INSTANTANEA;HUMEDAD RELATIVA DEL AIRE MAXIMA;HUMEDAD RELATIVA DEL AIRE MINIMA;PRECIPITACION;PRECIPITACION ACUMULADA;PRESION ATMOSFERICA;TEMPERATURA AIRE INSTANTANEA;TEMPERATURA AIRE MAXIMA;TEMPERATURA AIRE MINIMA;DIRECCION DEL VIENTO;VELOCIDAD DEL VIENTO
9/10/2016 10:00;;92.0;82.0;0.0;;;;24.0;22.2;;
9/10/2016 9:00;91.0;98.0;91.0;0.0;;;22.2;22.3;21.1;;
9/10/2016 8:00;98.0;100.0;98.0;0.0;;;21.1;21.2;20.4;;
9/10/2016 7:00;100.0;100.0;100.0;0.1;0.7;;20.5;20.5;20.3;;
9/10/2016 6:00;100.0;100.0;100.0;0.2;;;20.5;20.5;20.4;;
9/10/2016 5:00;100.0;100.0;100.0;0.2;;;20.5;20.6;20.4;;
9/10/2016 4:00;100.0;100.0;100.0;0.2;;;20.5;20.7;20.5;;
9/10/2016 3:00;100.0;100.0;100.0;0.0;;;20.7;20.7;20.6;;
9/10/2016 2:00;100.0;100.0;97.0;0.0;;;20.7;20.9;20.6;;
9/10/2016 1:00;97.0;97.0;90.0;0.0;;;20.9;21.8;20.9;;
9/10/2016 0:00;90.0;90.0;89.0;0.0;;;21.8;22.0;21.8;;
8/10/2016 23:00;89.0;89.0;87.0;0.0;;;22.0;22.2;22.0;;
8/10/2016 22:00;87.0;87.0;84.0;0.0;;;22.2;22.6;22.2;;
8/10/2016 21:00;84.0;87.0;84.0;0.0;;;22.6;22.9;22.6;;
8/10/2016 20:00;87.0;87.0;85.0;0.0;;;22.9;23.6;22.9;;
8/10/2016 19:00;85.0;85.0;79.0;0.0;0.0;;23.7;25.4;23.6;;
8/10/2016 18:00;79.0;79.0;68.0;0.0;;;25.4;27.8;25.4;;
8/10/2016 17:00;69.0;70.0;65.0;0.0;;;27.8;28.3;27.3;;
8/10/2016 16:00;68.0;76.0;67.0;0.0;;;27.7;28.1;25.9;;
8/10/2016 15:00;73.0;78.0;70.0;0.0;;;26.3;27.0;25.8;;
8/10/2016 14:00;74.0;79.0;70.0;0.0;;;26.2;26.7;25.2;;
8/10/2016 13:00;73.0;82.0;73.0;0.0;0.0;;26.1;26.2;24.8;;
8/10/2016 12:00;75.0;83.0;75.0;0.0;;;25.3;25.4;24.1;;
8/10/2016 11:00;78.0;85.0;77.0;0.0;;;24.7;24.7;23.5;;
